athlete_id,first_name,last_name,mp,sets,kills,errors,ta,pct,assists,digs,aces,serve_errors,block_solos,block_assists,blocks,recv_errors,points
vb_f1ab6ce26860,Celina,Savage,11,18,26,25,96,0.01,0,9,0,1,0,2,2.0,5,27.0
vb_9fbb00003a37,Meredith,Elwood,2,3,0,1,1,-1.0,0,2,0,0,0,0,0.0,0,0.0
vb_3328287c1113,Stephanie,Schatzman,27,94,5,1,22,0.182,98,467,35,24,0,0,0.0,51,40.0
vb_9e425faae6e3,Alexa,Tipps,19,68,2,5,23,-0.13,371,123,22,17,0,7,7.0,2,27.5
vb_d5754d772bcd,Sofia,Dohr,21,56,88,65,262,0.088,0,21,0,1,2,24,26.0,0,102.0
vb_fdd6c24d25a8,Sydney,Douglas,27,97,244,118,811,0.155,4,273,45,32,3,35,38.0,51,309.5
vb_eafc4a519149,Emma,Borlie,27,97,9,11,47,-0.043,482,186,21,31,1,1,2.0,3,31.5
vb_547a81730790,Carly,Soboloski,27,97,258,146,808,0.139,20,287,39,37,2,35,37.0,52,316.5
vb_d7aa7983c60a,Brooklyn,Branum,17,37,4,2,15,0.133,1,54,0,1,0,0,0.0,1,4.0
vb_7c6a42196bd4,Jenny,Dyke,27,94,122,47,372,0.202,2,30,8,3,12,57,69.0,0,170.5
vb_5dee510e8dae,Erin,Stillinger,27,93,191,93,604,0.162,6,120,37,35,0,30,30.0,4,243.0
vb_02732979222e,Maddie,Mayer,27,95,173,80,479,0.194,10,54,40,55,20,68,88.0,2,267.0
vb_f69a5a637ce7,Vickie,Mancine,9,10,0,0,1,0.0,1,6,0,1,0,0,0.0,3,0.0
vb_d03b87e80a67,Bella,Samaniego,6,6,0,0,1,0.0,0,3,0,0,0,0,0.0,1,0.0
vb_4ac9405c155e,Amelia,Matson,25,83,243,87,775,0.201,10,212,14,15,2,23,25.0,28,270.5
vb_aee3a05f6f39,Alaina,Corbin,8,12,6,4,16,0.125,15,2,0,1,0,1,1.0,0,6.5
vb_3f9090b334da,Laila,Baameur,26,87,0,2,32,-0.063,71,523,39,40,0,0,0.0,23,39.0
vb_06acf385dd5f,Maddie,Oates,6,7,0,0,1,0.0,13,4,0,2,0,0,0.0,0,0.0
vb_b0b6a9c7c797,Abby,Schweitzer,26,80,204,129,617,0.122,3,46,1,4,0,20,20.0,20,215.0
vb_836f4f44f1cc,Holly,Davis,19,51,5,2,31,0.097,237,75,11,10,0,1,1.0,0,16.5
vb_410b9f0e0111,Julia,Gallinger,11,23,8,6,35,0.057,2,26,10,7,0,0,0.0,4,18.0
vb_926dd258c859,Eloise,Shirley,27,81,90,34,271,0.207,1,19,0,1,13,53,66.0,0,129.5
vb_42c00eb96ef3,Courtney,Shire,26,87,4,1,30,0.1,21,224,16,33,0,0,0.0,18,20.0
vb_bb7c26de5738,Sophia,Rosenberg,12,30,3,0,9,0.333,107,40,5,20,0,0,0.0,0,8.0
vb_a73dd6897af4,Ava,Ahokovi,27,89,26,1,66,0.379,574,188,19,17,0,5,5.0,0,47.5
vb_6f0f9bdd4b11,Sarah,Somer,23,77,211,73,556,0.248,4,43,2,4,7,30,37.0,0,235.0
vb_9dc2e19a0240,Mary,Grace Delfino,14,23,1,0,2,0.5,2,26,7,9,0,0,0.0,5,8.0
vb_a9629aaf9998,Sam,Ventimiglia,27,88,158,32,331,0.381,5,65,28,18,16,49,65.0,0,226.5
vb_642180c9e49f,Corey,Lemmer,27,88,151,43,408,0.265,7,54,0,0,2,26,28.0,0,166.0
vb_5c8e322f4c48,Dylan,Elferdink,16,30,58,32,166,0.157,1,10,1,2,3,6,9.0,4,65.0
vb_f6954a77d027,Mack,Boose,11,18,9,5,32,0.125,1,2,0,0,1,7,8.0,0,13.5
vb_421054e49dab,Molly,Stevenson,22,63,15,9,44,0.136,4,44,21,34,0,0,0.0,15,36.0
vb_e6d1454360cc,Marissa,Ortiz,13,20,5,3,22,0.091,0,4,0,0,0,1,1.0,0,5.5
vb_654a1c640eac,Zoe,George,23,63,53,24,176,0.165,1,20,0,0,3,14,17.0,0,63.0
vb_f8cdcce748c4,Annabelle,Farnsworth,9,9,0,0,0,0.0,0,6,0,1,0,0,0.0,2,0.0
vb_52271ec1cf61,Riley,Lincoln,23,41,2,1,8,0.125,87,43,15,8,0,0,0.0,1,17.0
vb_254934fcc1ec,Mel,Eglinton,24,83,194,68,535,0.236,20,181,16,15,11,24,35.0,29,233.0
vb_bc95eeb8ca6f,Kayce,Titus,24,62,2,4,21,-0.095,146,74,13,38,0,0,0.0,2,15.0
vb_6d1f089c7c30,Chloe,Kamp,7,8,1,1,3,0.0,10,3,1,1,0,0,0.0,0,2.0
vb_fe32a91e0600,Lauren,McGinn,24,82,135,92,466,0.092,6,170,35,29,3,11,14.0,25,178.5
vb_94426c109737,Alonna,McCummings,23,77,88,44,266,0.165,5,29,1,3,12,25,37.0,1,113.5
vb_d7498aefc117,Alexa,Mazzeo,24,81,0,3,8,-0.375,39,167,5,11,0,0,0.0,24,5.0
vb_520b56b29203,Erin,Dychdala,24,83,40,23,158,0.108,459,177,37,39,2,5,7.0,1,81.5
vb_f69ede51bb34,Lexi,Couch,24,83,166,70,464,0.207,4,48,3,9,6,27,33.0,5,188.5
vb_38adf6969bea,Mackenzie,Nardone,19,29,0,1,4,-0.25,8,11,7,6,0,0,0.0,0,7.0
vb_e87089cca49c,Maci,Dobbins-Timochenko,17,40,39,24,129,0.116,0,17,0,1,0,7,7.0,0,42.5
vb_7b296a8bc23f,Samantha,Orlando,11,18,0,0,3,0.0,0,17,1,4,0,0,0.0,3,1.0
vb_f3ddc4a023a3,Reena,Robinson,22,74,153,76,488,0.158,8,60,16,17,3,15,18.0,10,179.5
vb_092e00a42d95,Dakota,Kates,24,80,3,1,11,0.182,29,128,12,15,0,0,0.0,26,15.0
vb_f7de3ed97743,Jozie,Dhayer,32,105,9,1,40,0.2,480,221,18,36,0,0,0.0,1,27.0
vb_3a4f12cb0be6,Madison,Smith,4,4,1,1,3,0.0,0,0,0,0,0,0,0.0,0,1.0
vb_7d43f6f81a7c,Jenna,Rodriguez,30,103,5,3,54,0.037,142,477,34,22,0,0,0.0,23,39.0
vb_4d1143f98509,Katelyn,Marion,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0
vb_6d203e9c1023,Annabelle,Lanik,26,74,0,0,14,0.0,16,158,12,12,0,1,1.0,18,12.5
vb_1a7bfd22b822,Angelica,Medina,4,5,3,1,6,0.333,0,0,0,0,0,1,1.0,0,3.5
vb_9cbf74fe2378,Reagan,Whatley,32,108,375,116,1061,0.244,22,335,48,46,2,53,55.0,27,451.5
vb_3f8e60b71583,Kendall,DeRivel,29,96,47,3,95,0.463,534,206,30,28,0,0,0.0,0,77.0
vb_a3cba02bf94e,Anna,Verhoff,10,24,2,1,8,0.125,99,34,8,6,0,0,0.0,0,10.0
vb_3abad74cc6dd,Lily,Long,20,54,132,70,414,0.15,6,104,12,16,1,17,18.0,22,153.5
vb_b2e47bc7e9c3,Brynn,Bishop,24,51,1,1,2,0.0,9,60,10,15,0,1,1.0,7,11.5
vb_57fec1b1e09c,Courtney,Pope,32,109,268,83,626,0.296,5,48,0,0,3,70,73.0,0,306.0
vb_9a8652fe39c8,Lauren,McCarthy,32,110,159,57,364,0.28,10,46,20,28,17,136,153.0,2,264.0
vb_e3ebb46b4d64,Connelley,McWilliams,32,109,173,40,460,0.289,4,35,0,0,1,77,78.0,0,212.5
vb_fb61f86a6785,Taylor,Starr,32,105,103,37,276,0.239,8,13,11,16,4,106,110.0,0,171.0
vb_ad3664db1a86,Lolo,Jose,18,45,0,0,1,0.0,2,5,0,1,0,0,0.0,0,0.0
vb_c5b2a7b5bea4,Marissa,Drange,27,80,151,60,416,0.219,8,78,2,5,1,31,32.0,11,169.5
vb_49a257dfa86d,Sophia,Burke,8,9,7,3,21,0.19,0,0,0,0,0,3,3.0,0,8.5
vb_ea823e0c1b62,Aeris,Vera,12,18,9,5,26,0.154,0,4,1,1,2,6,8.0,0,15.0
vb_136d2eb1bfab,Kendall,Turner,30,103,179,140,711,0.055,12,267,43,45,2,7,9.0,47,227.5
vb_4fa8419c5540,Addison,Jones,14,18,2,3,12,-0.083,67,21,8,2,0,0,0.0,0,10.0
vb_44e65bdff8e1,Alexandra,Cook,3,3,0,0,1,0.0,0,0,0,2,0,0,0.0,0,0.0
vb_c7a390ef8bf6,Mackenzie,O'Brien,28,82,71,39,247,0.13,5,32,14,18,8,36,44.0,1,111.0
vb_8ecce2c66872,Jada,Anthony,20,57,64,38,197,0.132,4,15,0,0,8,27,35.0,0,85.5
vb_0d9f7481ad42,Trinity,Bailey,30,106,320,152,1004,0.167,13,214,38,18,0,21,21.0,57,368.5
vb_b6eb1312950a,Arianna,Williams,28,82,65,35,229,0.131,4,21,0,2,4,40,44.0,0,89.0
vb_9623d9639d7e,Emylie,Stanton,25,63,80,68,295,0.041,2,88,11,17,0,5,5.0,21,93.5
vb_531d4754a73d,Charley,Herrington,30,85,73,32,288,0.142,31,43,6,0,1,26,27.0,0,93.0
vb_42e50b2b2cc5,Erin,Baldock,28,53,19,14,52,0.096,1,30,10,16,0,1,1.0,4,29.5
vb_06793a63111e,Liv,Leider,26,57,4,4,15,0.0,8,55,0,0,0,0,0.0,13,4.0
vb_27efba421ca9,Allison,Navarra,29,51,1,0,6,0.167,3,50,7,6,0,0,0.0,9,8.0
vb_d9425062452a,Alicia,Ancewicz,20,64,12,4,68,0.118,266,122,24,9,0,0,0.0,0,36.0
vb_598a73296291,Lauren,Jones,30,108,164,102,666,0.093,433,301,47,24,3,47,50.0,0,237.5
vb_343c4f2adf34,Megan,Wright,30,103,10,9,87,0.011,100,585,33,17,0,0,0.0,34,43.0
vb_5fe70fd17607,Summer,Stern,27,90,0,0,2,0.0,12,74,33,29,0,0,0.0,10,33.0
vb_c37f98be5cb3,Ellie,Kogan,27,97,1,3,16,-0.125,73,296,31,8,0,0,0.0,50,32.0
vb_9884135057ae,T,Petro,27,96,1,0,6,0.167,11,119,35,22,0,0,0.0,31,36.0
vb_333ddde2d849,Brenna,Olson,7,18,3,6,28,-0.107,0,5,0,0,3,15,18.0,0,13.5
vb_69f3bf9228c5,Holland,Kaplan,26,92,307,144,856,0.19,23,203,38,51,2,22,24.0,56,358.0
vb_be563ee6ac4b,Ellen,Zwerling,10,21,27,37,105,-0.095,0,23,2,4,1,3,4.0,6,31.5
vb_ac4f60f45686,Rebecca,Gutierrez,27,93,105,40,283,0.23,6,19,0,3,5,50,55.0,0,135.0
vb_37a4b0d3e204,Erin,Lovett,27,97,198,86,504,0.222,6,41,10,14,6,53,59.0,0,240.5
vb_c6d035a5eae9,Francesca,Medrano,24,85,35,18,123,0.138,818,243,56,46,1,21,22.0,2,102.5
vb_19939daac79a,Amy,Melchior,9,21,1,0,1,1.0,10,12,10,3,0,0,0.0,0,11.0
vb_13ff8645085f,Chloe,Mau,7,11,0,0,0,0.0,0,2,1,6,0,0,0.0,1,1.0
vb_b4054911bccb,Caroline,Brabeck,8,19,1,0,11,0.091,125,31,8,6,1,0,1.0,0,10.0
vb_134c4fd97ba4,Maura,McAusland,26,89,404,106,907,0.329,14,240,44,41,5,19,24.0,33,462.5
vb_eee0064c3553,Eleanor,Gegen,20,53,78,58,260,0.077,3,30,3,8,1,7,8.0,2,85.5
vb_1af9451233ca,Elena,Feuer,20,53,35,10,93,0.269,1,9,0,0,6,23,29.0,0,52.5
vb_c818a662af3e,Cayla,Hoskins-Pfeiffer,6,7,2,1,8,0.125,0,0,0,1,0,1,1.0,0,2.5
vb_3d878bf40196,Hadassah,Rivera,22,71,15,17,133,-0.015,20,303,40,17,1,0,1.0,41,56.0
vb_f7c3150754e8,Issy,Davila,21,55,4,15,27,-0.407,9,54,10,11,0,0,0.0,34,14.0
vb_f0cb2e740890,Sierra,Brown,16,40,3,26,69,-0.333,0,12,0,5,0,1,1.0,9,3.5
vb_f3b83c0d1fe4,Mattayah,Lyndaker,22,68,36,67,259,-0.12,103,105,32,36,3,3,6.0,25,72.5
vb_526526e2c0ab,Ally,Greco,4,15,4,9,21,-0.238,1,1,0,0,3,1,4.0,0,7.5
vb_fc9466a95499,Abigail,Sumego,12,40,15,18,96,-0.031,103,35,25,17,0,2,2.0,2,41.0
vb_b7eaef3f7f41,Peyton,McCray,11,15,0,1,7,-0.143,1,5,2,5,0,0,0.0,5,2.0
vb_846590e990e2,Abigail,Risi,17,49,6,13,59,-0.119,1,18,4,9,0,0,0.0,3,10.0
vb_38b53267c895,Clarissa,Lockman,22,71,123,98,456,0.055,4,76,41,46,19,4,23.0,27,185.0
vb_837f784ebb52,Unique,Castilho,20,65,88,72,400,0.04,11,92,24,22,5,1,6.0,45,117.5
vb_a2a2476997d8,Alyssa,Thumma,10,22,2,9,22,-0.318,0,3,0,1,0,0,0.0,3,2.0
vb_2a28e6f2c2ac,Areigna,Dales,22,70,10,40,74,-0.405,10,38,9,25,0,0,0.0,41,19.0
vb_92d29400e844,Grace,White,22,77,135,46,334,0.266,3,35,2,3,12,38,50.0,4,168.0
vb_78e85f5d55c6,Carley,Hersberger,15,30,28,19,101,0.089,2,5,1,5,3,5,8.0,1,34.5
vb_607e597d68f0,Jaycee,Lewis,28,107,2,8,70,-0.086,72,224,9,11,0,0,0.0,16,11.0
vb_544290fd3075,Brynn,Peloquin,18,32,4,0,22,0.182,104,45,12,5,0,0,0.0,0,16.0
vb_a0f5e68d4f71,Shalamar,Szarka,1,1,0,0,1,0.0,2,0,1,0,0,0,0.0,0,1.0
vb_dd5e44cf243b,Catherine,Rennier,15,36,36,21,108,0.139,3,11,1,7,9,11,20.0,1,51.5
vb_9b71c85de803,Lauren,Harms,24,87,123,59,414,0.155,13,162,29,13,7,13,20.0,35,165.5
vb_f64d62b86d63,Leah,McGrath,16,31,21,21,103,0.0,1,18,1,3,4,3,7.0,3,27.5
vb_18b76e57aa35,Maggie,Stanford,8,15,17,17,73,0.0,1,5,1,3,0,1,1.0,3,18.5
vb_7c18f54f4977,Eva,Tarlos,27,90,153,73,386,0.207,10,46,21,27,19,45,64.0,4,215.5
vb_b565d1f1cecd,Abby,Murzyn,9,13,0,1,2,-0.5,3,9,1,2,0,0,0.0,4,1.0
vb_e0d7fb571067,Lauren,Brown,18,42,57,32,175,0.143,4,30,1,2,2,2,4.0,19,61.0
vb_5d7d4356f73e,Lauren,Peterson,26,77,0,1,8,-0.125,3,105,19,19,0,0,0.0,22,19.0
vb_dfb640ccc932,Jessie,Leach,4,4,0,0,0,0.0,0,1,0,0,0,0,0.0,0,0.0
vb_9d57285b9fa0,Kate,Moleski,7,8,6,5,21,0.048,0,2,0,0,0,2,2.0,0,7.0
vb_5d8701aa43f3,Tyler,Ramstack,28,97,187,98,547,0.163,3,47,0,0,13,28,41.0,2,214.0
vb_f30f1d7c77f7,Maddie,Bock,28,106,6,2,55,0.073,46,166,22,21,0,0,0.0,26,28.0
vb_e0068a321998,Delaney,Fullenkamp,26,88,129,72,367,0.155,3,38,1,0,12,24,36.0,4,154.0
vb_bf6b22c09ba6,Megan,Zablonski,26,99,215,100,630,0.183,23,236,30,43,8,23,31.0,26,264.5
vb_c59aca2960c6,Delaney,Morio,28,98,24,5,106,0.179,322,147,29,25,0,2,2.0,1,54.0
vb_5943b35957e0,Macy,Cohn,2,3,0,0,1,0.0,0,0,0,0,0,0,0.0,1,0.0
vb_f43ba8e0fd71,Riley,Watson,28,97,11,5,107,0.056,443,184,22,28,0,2,2.0,0,34.0
vb_42ec46c0277b,Raegan,Weber,2,4,0,0,1,0.0,0,0,0,1,0,0,0.0,0,0.0
vb_206dccc02436,Hanna,Vaught,7,13,9,18,47,-0.191,0,13,0,3,0,1,1.0,2,9.5
vb_a330fbe1ffc3,Peyton,Kuhns,13,31,1,3,14,-0.143,1,46,1,7,0,0,0.0,9,2.0
vb_e20dc0ef68ee,Kennedi,King,4,6,0,0,4,0.0,0,6,0,2,0,0,0.0,6,0.0
vb_82e61b069f78,Alenah,Tyer,2,2,1,1,2,0.0,0,1,0,0,0,0,0.0,3,1.0
vb_1d73e629d99e,Jaina,McWilliams,13,38,0,1,23,-0.043,5,53,4,5,0,0,0.0,6,4.0
vb_de2ae56a7ae0,Kenzie,Ammons,3,4,0,1,1,-1.0,0,0,0,0,0,0,0.0,2,0.0
vb_15be67895dd6,Madison,Zeroski,18,47,36,32,149,0.027,7,36,9,13,12,6,18.0,1,60.0
vb_f3405a47cfbf,Emily,Stutzman,25,77,22,22,144,0.0,6,121,39,34,0,0,0.0,33,61.0
vb_c71277f6ae75,Riley,Ruffley,25,82,22,11,161,0.068,394,139,24,30,1,7,8.0,0,50.5
vb_435dbd5653b0,Paige,Mortimore,27,87,60,74,363,-0.039,12,183,10,21,2,3,5.0,33,73.5
vb_17d9abca0e7f,Macee,Cree,27,87,3,3,34,0.0,18,152,7,5,0,0,0.0,23,10.0
vb_f56d45481b19,Rayna,Sleigh,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0.0
vb_f3bfb2b32e16,Larissa,Howe,25,67,138,100,408,0.093,2,28,6,16,9,3,12.0,11,154.5
vb_f8d97285191c,Kristina,Zadrozny,27,90,244,117,776,0.164,11,129,6,12,9,13,22.0,27,265.5
vb_6bb8d0f37395,Audrey,Work,23,74,70,42,275,0.102,10,58,9,14,14,9,23.0,2,97.5
vb_cfb23fcdea45,Eliana,Thornton,13,44,1,2,23,-0.043,12,65,10,7,0,0,0.0,10,11.0
vb_3f43e787d69c,Ray,Baniaga,24,74,3,4,73,-0.014,181,86,11,18,0,1,1.0,2,14.5
vb_557fd1b8ff1f,Kirsten,Shaffer,22,67,84,76,284,0.028,5,20,1,4,23,18,41.0,3,117.0
vb_aaa343e03670,Mallory,Boyd,20,58,74,66,319,0.025,45,106,11,17,3,6,9.0,16,91.0
vb_3389ba7a775d,Asia,Revak,2,3,1,2,4,-0.25,0,1,0,2,0,0,0.0,0,1.0
vb_639530f29630,Olivia,Podrasky,2,4,0,0,0,0.0,0,7,1,3,0,0,0.0,6,1.0
vb_f9216650de72,Gracie,Hoskins,14,47,1,1,6,0.0,3,65,0,0,0,0,0.0,10,1.0
vb_fad978b7d8a2,Peyton,Robinson,27,101,3,1,41,0.049,92,470,44,22,0,0,0.0,42,47.0
vb_548c1d6b5bac,Sophie,Sedgwick,27,101,16,4,73,0.164,547,261,33,23,0,3,3.0,0,50.5
vb_96ef962158f4,Haedyn,Rebelsky,9,34,1,0,11,0.091,121,57,5,16,0,0,0.0,0,6.0
vb_808eb5cc0fa0,Alexa,Melcher,20,61,0,2,13,-0.154,3,112,15,7,1,0,1.0,13,16.0
vb_695473b4322a,Whitney,Klyn,26,93,218,140,757,0.103,20,271,34,39,8,21,29.0,39,270.5
vb_5637de7f19f1,Ashlynn,Hodges,15,30,26,22,97,0.041,0,13,0,1,2,9,11.0,3,32.5
vb_727369c575a3,Lexi,Noelck,3,3,1,0,5,0.2,0,0,0,0,0,0,0.0,0,1.0
vb_76f086f5648d,Kaylee,Anderson,27,101,129,55,422,0.175,1,34,0,0,1,24,25.0,0,142.0
vb_fd9111a72fc4,Macie,Huntington,2,2,0,1,2,-0.5,0,0,0,0,0,0,0.0,0,0.0
vb_0aa62fe04c28,Leah,Hayungs,27,101,108,53,299,0.184,8,17,0,2,22,26,48.0,1,143.0
vb_08d4524b8e95,Anna,Sash,27,101,259,72,605,0.309,19,69,32,49,52,70,122.0,1,378.0
vb_1a70be1aadef,Liv,Anderson,27,99,141,96,578,0.078,4,86,8,6,5,19,24.0,14,163.5
vb_a65f49059400,Emma,Salvo,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0
vb_746a73d1c409,Addison,Huffman,5,5,1,0,2,0.5,0,0,0,0,0,1,1.0,0,1.5
vb_c447fad98238,Zoey,Breeding,1,1,0,1,1,-1.0,0,0,0,0,0,0,0.0,0,0.0
vb_364ba7aae3a8,Karsyn,Miller,7,8,1,1,2,0.0,0,5,0,0,0,0,0.0,1,1.0
vb_7bf796edbac0,Kaylee,Koudelka,27,101,234,123,679,0.163,9,89,12,15,4,23,27.0,19,261.5
vb_f237bc6f7ee7,Aspen,Falk,18,67,1,2,13,-0.077,226,90,31,27,0,0,0.0,0,32.0
vb_6cce7931e24f,Caroline,Natwick,14,34,19,10,51,0.176,0,24,8,1,0,2,2.0,0,28.0
vb_f9b44ac631dd,Madeline,Sallee,6,8,6,3,22,0.136,0,8,0,1,0,0,0.0,0,6.0
vb_da3c2be161b0,Penelope,Quiles,33,113,0,0,14,0.0,59,305,22,11,0,0,0.0,24,22.0
vb_a1bdefd368cd,Ava,Gaines,16,44,26,16,100,0.1,2,14,0,0,2,31,33.0,1,43.5
vb_1840c424938f,Vivi,Vasquez,33,111,7,0,25,0.28,106,593,19,14,0,0,0.0,13,26.0
vb_235b48646233,Emily,Schellenberg,33,111,113,48,426,0.153,29,321,29,4,0,7,7.0,32,145.5
vb_56a19453b4bb,Emery,Goerig,30,95,94,21,255,0.286,20,28,1,3,11,43,54.0,0,127.5
vb_242a4ce1636c,Ryan,Taylor,23,48,25,13,80,0.15,4,10,0,1,5,25,30.0,0,42.5
vb_750f4aa79c74,Addi,Johnson,24,56,14,2,50,0.24,233,70,9,6,2,10,12.0,0,30.0
vb_c2658afc5570,Katie,Stone,9,14,8,2,37,0.162,2,4,0,0,0,1,1.0,0,8.5
vb_c1b577f43c65,Lexie,Stone,11,28,8,2,37,0.162,3,15,8,10,0,0,0.0,0,16.0
vb_8f885e717c57,Diane,Pierre-Louis,14,24,6,2,12,0.333,1,3,0,1,0,4,4.0,0,8.0
vb_0cf31bb7abaa,Reese,Gilla,20,56,56,19,134,0.276,8,41,8,7,3,23,26.0,0,78.5
vb_dd071aac6f2e,Grace,Mitchener,29,96,382,106,1235,0.223,29,390,34,13,6,25,31.0,25,434.5
vb_525bcd519905,Sienna,Nichoson,32,95,32,4,129,0.217,730,229,27,10,1,12,13.0,2,66.0
vb_ad38d599970d,Stephanie,Lynch,4,7,2,1,7,0.143,1,0,0,0,1,1,2.0,0,3.5
vb_df00ad76c24b,Riley,Debiec,33,111,340,93,915,0.27,14,91,17,13,11,41,52.0,7,388.5
vb_f2e6c7944a9d,Allison,Young,20,46,26,15,110,0.1,1,24,3,1,0,7,7.0,2,32.5
vb_99e9082acab6,Cara,Hamil,31,83,209,94,755,0.152,9,152,9,13,2,12,14.0,20,226.0
vb_76c55724e592,Turi,Trainor,10,22,1,1,4,0.0,13,11,3,3,0,0,0.0,0,4.0
vb_61fd4da5cf8c,Ella,DiNisio,3,5,5,1,10,0.4,1,4,0,0,0,0,0.0,0,5.0
vb_63b08040bfec,Kaysie,Lynch,22,57,13,3,52,0.192,151,77,14,17,0,1,1.0,0,27.5
vb_f5af6905bf68,Gianna,Romano,27,88,4,3,30,0.033,24,206,23,17,0,0,0.0,26,27.0
vb_e86205093c59,Alexis,Stubbs,28,92,36,23,178,0.073,498,179,57,51,0,5,5.0,2,95.5
vb_54bd61d24745,Izzy,Diehl,20,66,194,73,503,0.241,3,61,1,3,3,19,22.0,12,207.5
vb_16a548e782a1,Grace,Salveron,25,65,1,1,8,0.0,10,103,12,19,0,0,0.0,13,13.0
vb_a2e901bb87ad,Allison,McKechnie,27,93,174,78,560,0.171,224,173,36,22,1,17,18.0,7,219.5
vb_ed5e6f80e9b5,Addison,Carr,13,25,21,13,60,0.133,2,6,1,0,2,6,8.0,0,27.0
vb_5652f0917417,Giselle,Kleinbussink,27,91,231,89,703,0.202,18,191,13,23,6,17,23.0,23,258.5
vb_050419708d7f,Bethany,Haughton,14,30,23,24,78,-0.013,0,7,1,2,2,9,11.0,0,30.5
vb_0eb9a940dc23,Emma,Shaner,26,82,109,25,210,0.4,3,25,3,1,18,36,54.0,2,148.0
vb_e1fe7c241bdb,Gianna,Folke,28,96,185,78,517,0.207,3,51,7,3,0,23,23.0,15,203.5
vb_614262189f40,Lyndsey,Wessel,27,89,121,30,264,0.345,17,38,30,30,16,41,57.0,1,187.5
vb_5cf148cade78,Anna,Titter,24,84,7,6,50,0.02,77,321,35,24,0,0,0.0,33,42.0
vb_074e0fde795b,Jersey,Jones,27,95,5,4,23,0.043,19,431,36,40,0,0,0.0,42,41.0
vb_f6836db3e233,Sydney,Slupatchuk,27,93,186,110,702,0.108,61,316,25,31,1,11,12.0,20,217.5
vb_5b1e13d03ec3,Delia,Clouden,27,94,134,44,324,0.278,4,20,0,2,15,38,53.0,0,168.0
vb_89da32f428b2,Ava,Grace Gardner,17,49,53,17,137,0.263,3,12,0,0,9,27,36.0,0,75.5
vb_570781588ed3,Isabella,Pincince,27,95,9,18,70,-0.129,19,214,34,16,0,0,0.0,17,43.0
vb_7f18566d779f,Ella,Hubert,24,74,126,58,357,0.19,5,23,0,0,14,28,42.0,1,154.0
vb_db7743c44f6c,Arianna,LaPointe,3,5,0,0,3,0.0,1,4,0,0,0,0,0.0,0,0.0
vb_2de7823bb049,Hallie,Robillard,26,83,188,98,532,0.169,2,30,0,0,0,17,17.0,0,196.5
vb_88fce64415e6,Sophia,Siruchek,13,19,14,13,57,0.018,0,0,0,0,0,2,2.0,0,15.0
vb_2885fd3ac5c5,Teagan,White,2,2,0,0,0,0.0,1,1,0,0,0,0,0.0,0,0.0
vb_1e21a46474e0,Ali,Rondeau,27,94,0,0,5,0.0,0,44,23,27,0,0,0.0,0,23.0
vb_b235c095b114,Alba,Gjikolli,4,4,1,1,4,0.0,0,1,0,0,0,0,0.0,0,1.0
vb_6f512fd99866,Maggie,Ferguson,27,95,70,18,213,0.244,908,276,47,51,3,38,41.0,1,139.0
vb_b2decff6a9b8,Julia,Stoliker,27,95,359,137,1046,0.212,47,306,46,34,10,18,28.0,22,424.0
vb_8757b8b6ed17,Emily,Goldstein,9,14,11,15,43,-0.093,0,2,0,1,1,9,10.0,0,16.5
vb_41c63debaaf0,Caroline,Meyer,25,94,30,29,114,0.009,39,324,28,57,0,1,1.0,46,58.5
vb_83b8e929a980,Logan,Wilson,24,89,98,38,271,0.221,6,56,25,32,4,50,54.0,1,152.0
vb_8be0cf2d47de,Evie,Hill,22,83,186,137,649,0.076,8,179,40,27,2,18,20.0,55,237.0
vb_dcb1f05b2b1d,Natalie,Dabrowski,24,85,146,60,363,0.237,2,17,1,3,9,44,53.0,1,178.0
vb_bb3154f15da1,Brianna,Milliken,8,13,9,8,23,0.043,0,1,0,2,1,4,5.0,0,12.0
vb_59101b8d7aa0,Else,Kunze-Hoeg,21,77,99,32,293,0.229,596,203,33,59,4,33,37.0,1,152.5
vb_f5224bbabc9d,Sarah,Jin,24,73,96,65,336,0.092,6,63,6,12,3,18,21.0,11,114.0
vb_e231053e26fb,Ella,Mancuso,17,49,68,47,226,0.093,3,14,0,0,1,23,24.0,2,80.5
vb_5d2c44a0d079,Noelle,Winn,21,78,22,9,74,0.176,149,171,33,21,0,8,8.0,9,59.0
vb_d87981ebaa71,Kaija,Kunze-Hoeg,25,94,274,99,843,0.208,87,351,28,29,2,9,11.0,17,308.5
vb_e3f064c0465f,Cassie,McMillan,10,21,4,7,26,-0.115,0,19,3,6,0,1,1.0,6,7.5
vb_067aa354b456,Sarah,Sanderson,23,73,1,1,7,0.0,20,140,13,30,0,0,0.0,12,14.0
vb_be3ec18714e8,Jordan,Benford,32,117,363,145,1029,0.212,31,351,34,39,5,28,33.0,62,416.0
vb_03b2d9861028,Paris,Griffin,32,112,174,100,545,0.136,5,74,10,12,1,42,43.0,2,206.0
vb_358dd7bf5f46,Miriam,Pozdol-Niego,29,84,1,1,6,0.0,14,157,22,19,0,1,1.0,33,23.5
vb_396dc647b535,Faith,Bailey,17,35,59,15,129,0.341,2,8,1,1,9,21,30.0,1,79.5
