athlete_id,first_name,last_name,gp,goals,assists,points,plus_minus,minutes,goalie_ga,goalie_gaa,goalie_saves,goalie_sv_pct
ih_65918e942a7d,Matt,Desiderio,31,4,8,12,-20,11,,,,
ih_00963469d165,Zackary,Tonelli,28,1,2,3,-6,4,,,,
ih_698a8b326303,Leo,Schwartz,16,0,3,3,0,2,,,,
ih_cac9a37508c5,Jack,Hewitt,17,0,0,0,2,1,,,,
ih_87cec0e117a3,Tanner,Hartman,25,3,6,9,1,6,,,,
ih_c05ec54df131,Andrew,King,20,5,6,11,-1,7,,,,
ih_f5a16e59491c,Brian,Nicholas,31,5,8,13,-19,6,,,,
ih_bcd8c6735e3e,Hudson,Gorski,8,0,0,0,,1,,,,
ih_4f68df1ba4e1,Jack,O'Brien,34,0,6,6,,2,,,,
ih_9e09775505cf,Xavier,Veilleux,34,6,20,26,,6,,,,
ih_d6698ee6e4d5,Hoyt,Stanley,34,3,12,15,,9,,,,
ih_e084b4c11ab7,George,Fegaras,34,5,16,21,,15,,,,
ih_1e075036c0e0,Luke,McCrady,1,0,0,0,0,1,,,,
ih_a4cc7e64fb4f,Luke,Devlin,20,3,2,5,0,4,,,,
ih_0ecacb6b25c4,Charlie,Major,32,10,17,27,,1,,,,
ih_79046a806f36,Jake,Kraft,34,9,9,18,,4,,,,
ih_a7e8dba0187d,Sean,Donaldson,1,0,0,0,0,0,,,,
ih_f87d59be1de0,Caton,Ryan,34,11,19,30,,4,,,,
ih_34fedb55a5d7,Ryan,Walsh,33,10,23,33,,9,,,,
ih_8c13b9fcaa1f,Tyler,Catalano,34,2,1,3,-1,5,,,,
ih_845e58604a82,Michael,Fisher,33,1,7,8,,7,,,,
ih_187c155da3bc,Aiden,Long,34,9,11,20,,9,,,,
ih_ff4e05c72e1c,Giovanni,DiGiulian,34,9,5,14,,8,,,,
ih_f74f795a1c5f,Connor,Arseneault,16,0,2,2,,3,,,,
ih_69af53ee33ee,Reegan,Hiscock,34,6,4,10,0,4,,,,
ih_a3898c764a1a,Chase,Pirtle,27,3,5,8,,3,,,,
ih_be5e7da3bd16,Winter,Wallace,18,0,0,0,-4,5,,,,
ih_7042a04fd511,Nicholas,Wolfenberg,3,0,0,0,,0,,,,
ih_0ba1f4548da9,Donovan,Hamilton,3,0,1,1,,0,,,,
ih_901f23fa932b,Luke,Ashton,34,3,8,11,,3,,,,
ih_b184b40d1ef6,Nick,DeSantis,33,4,4,8,,5,,,,
ih_637d21b68d01,Parker,Murray,10,0,0,0,0,0,,,,
ih_99ff6a4d89ed,Alexis,Cournoyer,28,0,0,0,0,0,56,2.05,603,0.915
ih_ca88448e61ad,Remington,Keopple,7,0,0,0,0,0,10,1.54,140,0.933
ih_a6163eec5a8a,Jonathan,Castagna,34,15,19,34,,8,,,,
ih_7ac7e2cefa2e,Evan,Zhang,2,0,0,0,0,0,2,18.51,5,0.714
ih_a5b5107a19e2,David,Hejduk,1,0,0,0,0,0,,,,
ih_2ba051643c2a,Matthew,Biotti,14,0,1,1,-2,1,,,,
ih_bb053bdedb20,Sean,Keohane,34,2,1,3,-10,10,,,,
ih_bb6109a372ed,Richard,Gallant,34,8,10,18,-10,8,,,,
ih_a84807b1babd,Philip,Tresca,30,8,11,19,,5,,,,
ih_6fb381703525,Michael,Callow,16,3,4,7,-1,4,,,,
ih_bf294d4c3df1,Ryan,Healey,34,4,8,12,,9,,,,
ih_76c7425d331d,Ryan,Fine,3,1,1,2,-1,0,,,,
ih_f920cef15d89,Justin,Solovey,29,3,9,12,,2,,,,
ih_acdde21b87f1,Joe,Miller,34,6,6,12,-6,3,,,,
ih_82a560fe3a0d,Marek,Hejduk,32,2,5,7,-5,3,,,,
ih_065eb7c98117,Matthew,Morden,34,4,16,20,,5,,,,
ih_d032a640ac2b,William,McDonough,6,0,0,0,-2,1,,,,
ih_6074126b9f8c,Will,Hughes,30,4,7,11,,6,,,,
ih_920504ca2b4b,Donato,Bracco,28,1,1,2,-5,1,,,,
ih_a865845da447,Ben,MacDonald,23,6,4,10,-4,5,,,,
ih_b67309c2ddc1,Drake,Murray,24,0,5,5,-1,1,,,,
ih_798487b34bd1,Cameron,Johnson,3,0,0,0,-1,0,,,,
ih_780705f1d3e8,Mason,Langenbrunner,32,2,8,10,-5,8,,,,
ih_024a183bfa7e,Salvatore,Guzzo,19,4,0,4,-1,2,,,,
ih_b5fbddf2b621,Chase,Stefanek,21,3,3,6,0,0,,,,
ih_2e1bb9045e7b,Lucas,St. Louis,33,1,10,11,-4,7,,,,
ih_afbf270ca0e5,Mick,Thompson,33,9,18,27,-5,5,,,,
ih_e442b94c60e3,Heikki,Ruohonen,28,6,13,19,0,9,,,,
ih_9282935bcd9e,Casey,Severo,34,9,9,18,-8,1,,,,
ih_6b046c96d8ff,Ben,Charette,34,0,1,1,0,0,92,2.72,927,0.91
ih_9da1e62e9a2b,James,Mackey,3,0,0,0,0,0,,,,
ih_5c21370874cf,Aidan,Lane,34,6,6,12,-5,9,,,,
ih_bb16dfd1d51e,Eric,Charpentier,35,4,9,13,27,5,,,,
ih_0fe296584ce2,CJ,Foley,35,3,21,24,0,6,,,,
ih_023cba68bfad,Tucker,McRae,33,0,2,2,0,5,,,,
ih_5fcd20f8c7cb,Matt,Fusco,32,4,2,6,0,4,,,,
ih_716357227d1c,Nikita,Nikora,35,7,18,25,1,1,,,,
ih_8802bdec7e33,Austin,Salani,18,1,1,2,0,0,,,,
ih_4e7bebe56059,Colin,Grable,35,6,14,20,30,9,,,,
ih_7d7b3cf59c7e,Hayden,Stavroff,35,29,19,48,15,17,,,,
ih_d557d3298af6,Nathan,Morin,29,9,6,15,12,5,,,,
ih_44aede827ea9,Tim,Busconi,35,2,10,12,26,3,,,,
ih_a3cfb07f4b31,Joshua,Schenk,27,4,3,7,1,5,,,,
ih_74f4d0455b1d,Cam,MacDonald,34,6,16,22,26,10,,,,
ih_4649fc6d374f,Hank,Cleaves,35,18,22,40,20,11,,,,
ih_50274129a972,Brock,Devlin,10,1,2,3,5,1,,,,
ih_2be28e68216c,Andrew,Clarke,34,2,9,11,10,5,,,,
ih_0fe8a53ac4bf,Cooper,Cleaves,30,4,6,10,0,1,,,,
ih_dbd6851cc4b3,Oskari,Vuorio,4,0,1,1,-2,1,,,,
ih_4632423c308c,Ryan,Schelling,33,6,5,11,8,3,,,,
ih_8572627b8c98,Tyler,Grahme,5,0,0,0,-2,0,,,,
ih_6d341169b7c8,Brock,Cummings,35,4,6,10,1,1,,,,
ih_c8c51083df2f,Jack,Silverberg,35,8,8,16,6,3,,,,
ih_11118d4b2355,Jason,Stefanek,26,2,10,12,7,2,,,,
ih_44211261abe7,Alex,Krause,35,5,7,12,9,5,,,,
ih_ac613da9d801,Jack,Stark,12,0,1,1,0,0,43,4.09,291,0.871
ih_e5eedc26af31,Bayard,Hall,22,0,1,1,-5,1,,,,
ih_b77f43fad879,Dylan,Hunt,31,0,8,8,-6,7,,,,
ih_eba33a9b854e,Hudson,Miller,31,2,2,4,-14,11,,,,
ih_3007648a7e09,Tucker,Hartmann,30,0,1,1,-8,5,,,,
ih_2ef0443a0fee,Ronan,O'Donnell,28,12,11,23,-9,4,,,,
ih_9d1372b33a41,Micah,Berger,31,7,11,18,-9,3,,,,
ih_0b879eb782be,James,Shannon,30,5,6,11,-3,2,,,,
ih_401454ea7783,Hughie,Hooker,26,1,8,9,-21,2,,,,
ih_8e76c00b0ee2,Will,Richter,31,7,3,10,-13,2,,,,
ih_ffe383d96d4b,Iisai,Pesonen,28,6,7,13,0,6,,,,
ih_10de2df6e835,Tom,Molson,21,3,5,8,-7,1,,,,
ih_ff48d9f3442f,Kalen,Szeto,31,3,2,5,-5,2,,,,
ih_1006a5859fbb,David,Andreychuk,30,6,8,14,-1,8,,,,
ih_9a16579aaef3,Zachary,Wagnon,31,4,6,10,-15,9,,,,
ih_970459c0d6f7,Seiya,Tanaka-Campbell,5,0,1,1,-3,0,,,,
ih_cf7ef8201a13,JoJo,Tanaka-Campbell,4,0,1,1,,0,,,,
ih_89260f7c94d3,Owen,Forester,24,1,7,8,,8,,,,
ih_3b25f30b3fa6,Kurt,Gurkan,12,1,2,3,-4,1,,,,
ih_ab908cc2008a,Rhys,Bentham,31,4,7,11,-1,8,,,,
ih_51bcc02ae76b,Joe,Blackley,9,2,1,3,-4,0,,,,
ih_4751a02d48e1,David,Chen,31,7,17,24,-9,7,,,,
ih_a9089744774a,Elan,Bar-Lev-Wise,11,1,0,1,-6,1,,,,
ih_240981221d7c,Donovan,Frias,31,6,15,21,,6,,,,
ih_a4fd4e511065,Julian,Frias,17,1,0,1,-8,2,,,,
ih_c0062870efa8,Braden,Keeble,13,0,0,0,-8,1,,,,
ih_d77bf2088c08,Noah,Pak,22,0,0,0,0,0,65,3.22,601,0.902
ih_39088d184fe1,David,Ma,34,3,5,8,-4,12,,,,
ih_07e962663cab,Ian,Devlin,34,0,5,5,9,7,,,,
ih_19654fb7d778,Kai,Daniells,34,19,20,39,19,4,,,,
ih_ff42740ba5b2,Tyler,Rubin,30,3,13,16,15,6,,,,
ih_46af6c009083,Hans,Martin Ulvebne,2,0,0,0,0,2,,,,
ih_df77e63dcf46,Malcolm,Green,34,1,5,6,-2,9,,,,
ih_ed2fca403645,Jayden,Sison,32,2,6,8,9,2,,,,
ih_6f80165715af,Jake,Manfre,34,15,11,26,22,11,,,,
ih_29bc9b30edee,Drew,Garzone,28,2,1,3,-4,3,,,,
ih_819e248a0236,Carson,Buydens,15,0,2,2,-1,2,,,,
ih_c34a66527d7e,Julian,Facchinelli,31,7,3,10,-3,10,,,,
ih_997567181ee9,Brendan,Gorman,34,13,9,22,-2,3,,,,
ih_16ceeddf0e80,Miles,Gunty,10,1,0,1,-2,2,,,,
ih_ae0437916fba,Joshua,Karnish,20,6,0,6,-1,4,,,,
ih_fb5665702a01,Seamus,Latta,30,0,5,5,2,2,,,,
ih_ab8bad1cb605,Kevin,Anderson,33,1,4,5,-5,15,,,,
ih_101ffb4c40f6,Michael,Young,3,0,0,0,-2,0,,,,
ih_a282dd5d1dfb,Matthew,Souliere,9,1,0,1,-1,1,,,,
ih_7be0c2e168ee,Kai,Greaves,34,0,14,14,10,4,,,,
ih_fa8bc40e25ee,David,Jacobs,34,10,26,36,23,9,,,,
ih_1ef624a07556,Nick,Marciano,34,2,9,11,-2,1,,,,
ih_2e26e4d905ca,Luc,Pelletier,34,5,6,11,1,16,,,,
ih_335ba144b9c9,Jaxson,Ezman,34,11,15,26,-6,12,,,,
ih_01dc5a11b243,Brendan,Wang,8,0,1,1,2,1,,,,
ih_574da559ba82,Chris,Reiniger,21,1,3,4,-2,1,,,,
ih_3df96b22631e,Brice,Cooke,11,0,2,2,-1,2,,,,
ih_e051d247b5a6,Robert,Kincaid,33,4,11,15,,3,,,,
ih_c4f9a3f55f8c,Rhys,Chiddenton,35,11,11,22,-2,6,,,,
ih_5bb856e65726,Walter,Zacher,32,19,12,31,-6,10,,,,
ih_19c95e80c899,Kash,Rasmussen,33,2,5,7,-3,5,,,,
ih_861f90b3b7e5,Jason,Gallucci,35,1,9,10,,14,,,,
ih_4885a0bc6eab,Trey,Funk,34,2,2,4,-7,9,,,,
ih_470473018dd9,Cole,Miller,26,2,2,4,-5,1,,,,
ih_670103490aae,Ryan,Gillespie,4,0,1,1,0,0,,,,
ih_a6563b95ab38,Josh,Phillips,7,0,0,0,,2,,,,
ih_378c3aaa25c0,Joe,Messina,12,0,1,1,0,1,,,,
ih_7794228445b6,Nick,Strom,8,0,0,0,-4,0,,,,
ih_a79edf353c62,Stefano,Bottini,32,4,4,8,-1,5,,,,
ih_4e1670a87c22,Carter,Anderson,25,5,8,13,,3,,,,
ih_7533f01836af,Ethan,Robertson,4,0,0,0,0,0,6,5.72,28,0.824
ih_b2da2b646353,Petter,Wickström Stumer,12,0,0,0,0,0,29,2.64,336,0.921
ih_2cda1b7a0454,Hunter,Andrew,30,4,8,12,,5,,,,
ih_30524d338350,Chase,Clark,24,0,1,1,0,0,62,2.73,578,0.903
ih_01ff704bcceb,Luke,Marshall,26,0,4,4,,2,,,,
ih_0c3cb2f59484,Grant,Porter,35,12,23,35,-1,6,,,,
ih_92f25b797b1c,Christian,MacDougall,9,0,1,1,-1,5,,,,
ih_cb0984e7f3ba,Carter,Patterson,35,2,7,9,,14,,,,
ih_98c14783db0a,Hunter,Price,27,8,6,14,-3,1,,,,
ih_e9508788d04d,Kyan,Haldenby,18,2,4,6,,1,,,,
ih_7bd6231b4411,FJ,Buteau,31,5,12,17,-13,10,,,,
ih_172c54713335,Jack,Pascucci,35,0,6,6,-7,15,,,,
ih_8e4f9d26ff4b,Killian,Kiecker-Olson,35,8,18,26,-2,13,,,,
ih_bf493e92ec25,Alton,McDermott,17,8,6,14,-1,0,,,,
ih_85e20ae2716d,Oliver,Tarr,35,8,12,20,-1,3,,,,
ih_9d020fb45d7c,David,Elmy,5,0,0,0,,1,,,,
ih_61b74777478a,Nathan,King,31,5,3,8,,1,,,,
ih_853401ce4f25,Filip,Nordberg,38,0,7,7,-1,17,,,,
ih_4adad947e69d,Seamus,Powell,39,3,15,18,-10,1,,,,
ih_f64077832d24,Daniel,Astapovich,37,2,8,10,-1,1,,,,
ih_84a0129339f2,Ethan,Beyer,38,1,10,11,-1,5,,,,
ih_48b81d0b3332,Hunter,Mayo,20,1,5,6,-5,9,,,,
ih_f6860a598263,Jack,Richard,12,2,1,3,0,0,,,,
ih_f0a93c531092,Trevor,Hoskin,34,13,22,35,-3,7,,,,
ih_281e243f0530,Nick,Pierre,39,13,12,25,-9,5,,,,
ih_cdef846ae4a0,Parker,Lalonde,38,13,24,37,,7,,,,
ih_bc6624390d9b,Joey,Henneberry,18,2,3,5,-2,8,,,,
ih_ce2f72009e2c,Matthew,Campbell,23,0,1,1,-3,4,,,,
ih_3861f7e56f04,Ty,Daneault,21,3,5,8,0,8,,,,
ih_bc60f2016306,Cam,Kungle,39,1,7,8,-5,12,,,,
ih_d76352ebe1f8,Mark,Hillier,37,6,4,10,,5,,,,
ih_db8cfa6b82f0,Nolan,Flamand,39,7,12,19,-6,8,,,,
ih_df171df0c025,Caden,Cranston,38,7,15,22,-8,6,,,,
ih_00e8460797c7,Trent,Ballentyne,2,0,0,0,-1,0,,,,
ih_f371ceeb9739,Justin,Gill,36,16,19,35,-1,23,,,,
ih_5c3a6ff4e50b,Austin,Oravetz,39,1,11,12,-1,3,,,,
ih_a87b2ebd59f2,Michael,Emerson,37,4,5,9,-2,4,,,,
ih_1402fc2bf283,Ryan,O'Connell,28,6,3,9,-1,4,,,,
ih_5077c27cd3bd,Caelan,Fitzpatrick,38,13,16,29,-2,10,,,,
ih_72e3605c285a,Max,Lundgren,39,0,2,2,0,0,99,2.55,1134,0.92
ih_9c67afb96e45,Deivs,Rolovs,24,0,0,0,0,0,58,2.91,549,0.904
ih_c2334f1a0cc2,Jonathan,Ziskie,32,4,7,11,-2,9,,,,
ih_202783d15016,Mitchell,Becker,37,0,8,8,-5,10,,,,
ih_47c097ad2b47,Glebs,Prohorenkovs,36,1,16,17,-7,10,,,,
ih_5db3f1fcde36,Cameron,Eke,24,0,1,1,,5,,,,
ih_cfcb87620781,Nathan,Oickle,34,2,11,13,-6,2,,,,
ih_24ef06f9c2c6,Hunter,Wallace,26,2,2,4,-11,9,,,,
ih_75068ca1f771,Ross,Roloson,37,2,7,9,-11,6,,,,
ih_f4a322f70829,Grayson,Dietrich,36,1,4,5,-9,11,,,,
ih_88afd862e7f1,Marshall,Finnie,37,12,9,21,-2,16,,,,
ih_2741150fdd4b,Maxim,Muranov,33,8,14,22,,13,,,,
ih_8eb495a31860,Andy,Reist,34,1,8,9,-7,5,,,,
ih_e10d02d23f9a,Aidan,Litke,12,1,1,2,-2,3,,,,
ih_08ebe698cb45,Spencer,Young,37,9,12,21,-1,10,,,,
ih_8ca05e5cd92c,Drew,Vieten,1,0,0,0,-1,0,,,,
ih_f6709b84ce2f,Dallon,Melin,29,5,6,11,-6,7,,,,
ih_e188ed4db147,Lane,Brockhoff,34,3,10,13,-2,6,,,,
ih_98d6695f5889,Nicholas,Niemo,24,3,7,10,-4,2,,,,
ih_cceb1a43f57c,Declan,McDonnell,37,12,13,25,-11,10,,,,
ih_bf64f3a47ae5,Jacob,Maillet,37,8,14,22,,4,,,,
ih_3498fbc8dc99,Ray,Murakami,27,1,4,5,-4,2,,,,
ih_e79f94c4a048,Ethan,Lund,36,2,4,6,-7,7,,,,
ih_8c1f60bf285b,Davis,Codd,12,2,1,3,-2,1,,,,
ih_ab58b4ec571c,Mitchell,Day,5,0,0,0,0,0,9,2.53,96,0.914
ih_27014b39d7ae,Tomas,Anderson,16,0,0,0,0,0,43,3.2,349,0.89
ih_70bf8cc116f3,Noah,Hackett,37,12,6,18,,3,,,,
ih_e155f73b1607,Will,Gilson,37,5,23,28,7,7,,,,
ih_f0ff445218f9,Logan,McCutcheon,9,0,2,2,2,0,,,,
ih_7d2fff232fd4,Brady,Schultz,33,0,3,3,2,1,,,,
ih_6a783d751cc4,Charlie,Leddy,29,1,6,7,15,6,,,,
ih_3e4567a26890,Elliott,Groenewold,40,7,13,20,39,11,,,,
ih_ae9c20172b44,Matthew,McGroarty,37,3,3,6,1,3,,,,
ih_b9fa90bb1df8,Tyler,Borgula,29,4,10,14,9,11,,,,
ih_931990892eda,Aaron,Schwartz,39,8,21,29,7,9,,,,
ih_e0b90d951883,Markus,Vidicek,40,20,15,35,11,3,,,,
ih_d2eed71483d1,Victor,Czerneckianair,40,6,13,19,15,10,,,,
ih_8188b58cc495,Graham,Sward,40,5,11,16,12,8,,,,
ih_053ccbef2b1a,Jeremy,Wilmer,15,6,7,13,8,5,,,,
ih_de9fd0fb5fb5,Ben,Riche,14,1,3,4,6,2,,,,
ih_ccb526bff57e,Anthony,Cipollone,34,3,7,10,8,0,,,,
ih_7c1c5f95f87a,Ethan,Wyttenbach,40,25,34,59,13,10,,,,
ih_0552f208020f,Mason,Marcellus,38,8,26,34,20,12,,,,
ih_1e477608d29b,Braden,Blace,33,5,15,20,21,5,,,,
ih_86c96466267f,Antonin,Verreault,40,16,24,40,18,7,,,,
ih_56101eaea406,Alex,Power,11,1,1,2,1,1,,,,
ih_47e3c22344b6,Nate,Tivey,38,3,5,8,8,4,,,,
ih_a8d5857ff1f4,Matthew,Lansing,40,8,10,18,19,10,,,,
ih_9aac1c12ecf0,Andon,Cerbone,40,9,13,22,13,5,,,,
ih_91678717b854,Chris,Pelosi,35,18,16,34,5,5,,,,
ih_dc15c65f1fe3,Aiden,VanRooyan,39,3,13,16,6,12,,,,
ih_3837fd1670f4,Paul,Minnehan,12,2,0,2,2,2,,,,
ih_bce065c2cd79,John,Driscoll,40,4,7,11,4,6,,,,
ih_75b6c571b2a2,Luke,Amell,4,0,0,0,0,0,,,,
ih_60c4a5d51570,Mikey,Adamson,40,4,30,34,-7,9,,,,
ih_e32c778492ec,Chase,Ramsay,14,0,0,0,0,1,,,,
ih_95077ce16d77,Joshua,Barnes,21,3,3,6,-3,2,,,,
ih_36c334ac948c,Liam,Lesakowski,34,1,2,3,4,7,,,,
ih_95fb3db9182d,Jake,Hewitt,19,0,3,3,-4,6,,,,
ih_e1eee786196b,Gavin,Bryant,34,10,11,21,-4,5,,,,
ih_90b498c351f8,Jack,Hillier,23,1,3,4,-1,3,,,,
ih_06bbc21033a1,Vitaly,Levyy,39,8,8,16,7,2,,,,
ih_1e3755446746,Jake,Bongo,37,1,5,6,1,2,,,,
ih_06114635ebcb,David,Brandes,6,0,1,1,4,0,,,,
ih_413c144be1eb,Noah,Ellis,40,9,10,19,3,6,,,,
ih_91994133c49e,Noah,Van Vliet,13,0,3,3,4,5,,,,
ih_d03dda39f22a,Ray,Fust,39,8,10,18,1,2,,,,
ih_bbeea05902f7,Michael,Rubin,36,3,5,8,2,8,,,,
ih_a6aee1a1164f,Jeremi,Tremblay,19,0,3,3,-1,7,,,,
ih_cbc68aa262f8,Cole,Galata,36,3,3,6,2,7,,,,
ih_b6b213a41ba1,Marcus,Joughin,40,8,26,34,9,5,,,,
ih_2c32389bdf1c,Stephane,Huard,35,6,14,20,1,9,,,,
ih_54d96a82716e,Felix,Trudeau,39,25,23,48,14,26,,,,
ih_088a4bf2b773,Charles,Tardif,22,0,4,4,0,7,,,,
ih_63fb637955bf,Reid,Pabich,40,15,18,33,3,6,,,,
ih_9590d9f69ecb,Ethan,Wolthers,38,4,5,9,-3,7,,,,
ih_7fe02bfc287a,Coleson,Hanrahan,31,0,4,4,10,2,,,,
ih_1bbe780377e0,Kennedy,O'Connor,5,0,0,0,0,0,,,,
ih_f4d8bdba27f9,Lucas,Ölvestad,36,5,9,14,3,11,,,,
ih_ea7aba217beb,Owen,Mehlenbacher,32,3,6,9,5,4,,,,
ih_e1a9402ca02c,Cam,O'Neill,32,5,9,14,7,4,,,,
ih_2eaf3a70de58,Jack,Musa,34,16,20,36,13,4,,,,
ih_8afaf6b7f8b5,Jack,Galanek,36,5,19,24,8,5,,,,
ih_4895f9322b12,Václav,Nestrašil,34,13,18,31,1,4,,,,
ih_77e56d89eda4,Lukáš,Klečka,34,6,8,14,-7,7,,,,
ih_af648c80885c,Landon,Nycz,35,1,2,3,-1,1,,,,
ih_0276ef23008f,A.J.,Lacroix,21,0,0,0,0,0,,,,
ih_709cd4ec7dc2,Justin,Kerr,29,6,5,11,4,11,,,,
ih_834b25c2b3af,Daniel,Jenčko,35,6,10,16,-2,4,,,,
ih_381ec56549cc,Larry,Keenan,36,8,11,19,8,5,,,,
ih_6a41de2645fd,Mikey,DeAngelo,32,6,5,11,0,3,,,,
ih_12e180ca9f48,James,Duerr,13,1,2,3,-3,1,,,,
ih_eb7bf3edbb8e,Charlie,Lieberman,26,0,3,3,-4,1,,,,
ih_803875183768,Nick,VanTassell,26,2,10,12,-4,5,,,,
ih_a1705c5ad806,Francesco,Dell'Elce,36,5,16,21,10,9,,,,
ih_12f271cfdb23,Elias,Zimmerman,17,0,0,0,-1,1,,,,
ih_9580e3f50612,Cam,Dunn,22,2,2,4,4,2,,,,
ih_e2ac7c290efa,Owen,Murray,34,4,6,10,12,9,,,,
ih_f7325d4eedd4,Bo,Cosman,22,4,3,7,2,5,,,,
ih_cf9f5c07e298,Matthew,Wilde,22,1,3,4,2,2,,,,
ih_ad9a6b0e3b33,Shaun,McEwen,35,2,6,8,-10,12,,,,
ih_4b4173059d01,Nick,Donato,22,0,0,0,-3,2,,,,
ih_7cc5cec02343,Michael,Quinn,36,4,15,19,10,6,,,,
ih_fa1e7e35a649,John,Emmons,18,3,0,3,-3,3,,,,
ih_57449b2e595c,Kyle,Aucoin,29,0,1,1,-5,7,,,,
ih_58f983171b85,Nicholas,Mikan,26,0,2,2,1,2,,,,
ih_13cd6b9ed507,Justin,Stupka,31,3,5,8,1,2,,,,
ih_2a36cfb8dd2c,Owen,Lalonde,9,0,2,2,-2,3,,,,
ih_272cd71a56a7,Kocha,Delic,36,11,14,25,1,14,,,,
ih_5c483b62e712,Ryan,Smith,36,9,10,19,-3,8,,,,
ih_6eaf56c8176d,Maximilion,Helgeson,36,10,10,20,10,8,,,,
ih_74880994d725,Ilia,Morozov,36,8,12,20,2,6,,,,
ih_9afac6ed5db0,Doug,Grimes,34,10,8,18,4,14,,,,
ih_7d1dadc9554e,David,Deputy,31,15,7,22,-5,5,,,,
ih_c9269abdeffc,Bradley,Walker,30,3,3,6,1,12,,,,
ih_dc51ae914c62,Brayden,Morrison,4,0,0,0,-1,0,,,,
ih_7032729e283a,Blake,Mesenburg,24,1,1,2,-1,3,,,,
ih_143bc637effd,Casper,Nassen,36,6,12,18,-5,3,,,,
ih_0199a26ba3b1,Ryder,Thompson,34,1,9,10,0,5,,,,
ih_19f0274ec55b,Ethan,Hay,35,4,12,16,3,12,,,,
ih_851e8d938590,Vladislav,Lukashevich,33,2,19,21,11,9,,,,
ih_352aa63737d8,Michael,Phelan,36,0,5,5,2,5,,,,
ih_19e1ee2d5863,Matteo,Giampa,29,12,12,24,5,14,,,,
ih_6cffe1578e54,Kirk,Laursen,4,0,0,0,0,0,0,0.0,0,0.0
ih_027f5035f7d4,Grady,Gallatin,11,1,1,2,,3,,,,
ih_0855dcfb4343,Cole,Crusberg-Roseen,18,0,7,7,-1,4,,,,
ih_557c87d00c9e,Zaccharya,Wisdom,39,17,13,30,,3,,,,
ih_21064ef79969,Theo,Wallberg,37,2,12,14,,11,,,,
ih_c0e036501e7b,Zach,Nehring,35,5,12,17,-3,6,,,,
ih_230a5cf87728,Zach,Bade,14,0,1,1,-1,0,,,,
ih_40d70a49cd36,Zack,Sharp,37,5,14,19,,9,,,,
ih_5722ab5bc096,Tyler,MacKenzie,29,0,6,6,-2,2,,,,
ih_15e9ee1e8345,Sam,Huck,24,4,4,8,,1,,,,
ih_d323b7953607,Grant,Slukynsky,39,10,30,40,,4,,,,
ih_772f112e694d,Colby,Woogk,35,1,5,6,,6,,,,
ih_00670e19a844,Alex,Calbeck,17,1,3,4,-2,0,,,,
ih_e47014ea92bd,Ty,Henricks,39,9,16,25,0,14,,,,
ih_dabc9f72c662,William,Whitelaw,39,19,15,34,,18,,,,
ih_f46e2a2f3985,Bobby,Cowan,39,5,19,24,-4,10,,,,
ih_bdfe2989cdab,Ryan,Kusler,11,0,5,5,,1,,,,
ih_47e7ae92f85c,Iiro,Hakkarainen,38,7,9,16,,9,,,,
ih_74ffd18d5370,Liam,Valente,39,20,15,35,,9,,,,
ih_39531499512c,Garrett,Szydlowski,39,5,6,11,,3,,,,
ih_c376cc78f597,Cole,Spicer,13,3,3,6,,3,,,,
ih_a3311272b337,Jamison,Sluys,20,2,1,3,-3,3,,,,
ih_a1b4b9bc418f,Joona,Väisänen,7,0,6,6,0,1,,,,
ih_145c003cb2b9,Ryan,Humphrey,6,0,0,0,0,2,,,,
ih_f40bf2962efc,Hampton,Slukynsky,39,0,2,2,0,0,90,2.3,964,0.915
ih_053b6c9effbd,Samuel,Sjolund,39,6,23,29,,9,,,,
ih_bf9fef3023f4,Owen,Michaels,39,13,13,26,,3,,,,
ih_1346eff14a2e,Gavin,Moffatt,4,0,0,0,0,0,0,0.0,0,0.0
ih_538f68b143ac,Zach,Bookman,38,5,13,18,-1,9,,,,
ih_23b5ad861ceb,Ty,Higgins,20,1,10,11,-4,6,,,,
ih_3e1f468c8b6e,Brian,Lonergan,4,0,0,0,-2,1,,,,
ih_6ff249c3dc21,Gustav,Stjernberg,25,6,4,10,4,14,,,,
ih_90ae7c48a573,Rihards,Simanovics,24,1,0,1,-2,0,,,,
ih_4e31c782cae4,Jeremie,Minville,31,4,5,9,4,4,,,,
ih_362148e8e729,Adam,Zlnka,14,1,1,2,0,1,,,,
ih_f9b58643542d,Noah,Morneau,30,9,6,15,1,7,,,,
ih_fa5ba45da54c,Jackson,Niedermayer,32,5,12,17,16,7,,,,
ih_69da221e23f2,Brett,Pfoh,24,6,5,11,1,6,,,,
ih_3387f9e9cad3,Dalton,Norris,27,1,12,13,-4,8,,,,
ih_b6d42708fe0e,Max,Martin,26,3,6,9,0,6,,,,
ih_c27b2907ae6c,Jake,Sloan,32,2,5,7,6,5,,,,
ih_54bfa5105d9b,Breck,McKinley,36,2,24,26,13,8,,,,
ih_876d1561b2a0,Quinn,Emerson,36,10,23,33,11,9,,,,
ih_64bfb7396744,Connor,Levis,31,4,1,5,-4,3,,,,
ih_689c30a5d9aa,Ivan,Korodiuk,30,1,3,4,-3,5,,,,
ih_a3ccccb07756,Tanner,Scott,4,0,0,0,-1,0,,,,
ih_6d1d112e9546,Ben,Doran,36,7,24,31,8,15,,,,
ih_4cc67919c008,Tyler,Hotson,35,12,16,28,10,7,,,,
